timestamp,value
18662,-25
8754,-25
28675,-25
38738,-25
48729,-25
58804,-25
68492,-25
78518,-25
88732,-25
98507,-25
108726,-25
118756,-25
128490,-25
138519,-25
148736,-25
158491,-25
168516,-25
178729,-25
188489,-25
198707,-25
208732,-25
218498,-25
228713,-25
238735,-25
248726,-25
258787,-25
268711,-25
278721,-25
288712,-25
298522,-25
308731,-25
318708,-25
338527,-25
328719,-25
348714,-25
358793,-25
378719,-25
368732,-25
388825,-25
398515,-25
408805,-25
418755,-25
428749,-25
439245,-25
458817,-25
448725,-25
478786,-25
468559,-25
488644,-25
498732,-25
518738,-25
528737,-25
510526,-25
538500,-25
548741,-25
558805,-25
568716,-25
578730,-25
588735,-25
598510,-25
608718,-25
618727,-25
628717,-25
638734,-25
648729,-25
668714,-25
658784,-25
678526,-25
688507,-25
698720,-25
708733,-25
718719,-25
728716,-25
738515,-25
748740,-25
758809,-25
768516,-25
778731,-25
798734,-25
788714,-25
808732,-25
818709,-25
828518,-25
838728,-25
848716,-25
858529,-25
868522,-25
879438,-25
888724,-25
902470,-25
908723,-25
918726,-25
928528,-25
938496,-25
948749,-25
968712,-25
958694,-25
978723,-25
988512,-25
998539,-25
1008714,-25
1018727,-25
1028522,-25
1038514,-25
1048732,-25
1058531,-25
1068506,-25
1078730,-25
1088737,-25
1098516,-25
1108728,-25
1128499,-25
1138715,-25
1148737,-25
1118737,-25
1158779,-25
1168738,-25
1178737,-25
1188498,-25
1198506,-25
1208730,-25
1218498,-25
1228516,-25
1238755,-25
1248751,-25
1258790,-25
1268525,-25
1278532,-25
1288714,-25
1298518,-25
1308744,-25
1318720,-25
1328516,-25
1338525,-25
1348733,-25
1358516,-25
1368525,-25
1378713,-25
1388510,-25
1398731,-25
1408720,-25
1428739,-25
1418524,-25
1438733,-25
1448728,-25
1458806,-25
1468709,-25
1478721,-25
1488732,-25
1508730,-25
1498538,-25
1518732,-25
1528737,-25
1538507,-25
1548733,-25
1558818,-25
1568720,-25
1588746,-25
1578750,-25
1598505,-25
1608723,-25
1618745,-25
1628714,-25
1638516,-25
1648755,-25
1658786,-25
1668509,-25
1678733,-25
1688505,-25
1708742,-25
1698722,-25
1718719,-25
1728731,-25
1738523,-25
1748747,-25
1758802,-25
1768744,-25
1778741,-25
1788733,-25
1808750,-25
1798518,-25
1818723,-25
1828737,-25
1838764,-25
1858832,-25
1848722,-25
1878505,-25
1868740,-25
1888800,-25
1898786,-25
1908724,-25
1928736,-25
1938503,-25
1918741,-25
1958840,-25
1948726,-25
1968501,-25
1978728,-25
1998755,-25
2008726,-25
1988743,-25
2018741,-25
2028534,-25
2038720,-25
2048732,-25
2058501,-25
2068510,-25
2078732,-25
2098520,-25
2088749,-25
2128511,-25
2108736,-25
2118739,-25
2148742,-25
2138514,-25
2158702,-25
2178744,-25
2168741,-25
2188518,-25
2198591,-25
2208729,-25
2218721,-25
2228519,-25
2238531,-25
2248740,-25
2258531,-25
2268520,-25
2278751,-25
2288736,-25
2298536,-25
2318723,-25
2308746,-25
2328531,-25
2338732,-25
2348730,-25
2358813,-25
2378731,-25
2368753,-25
2388520,-25
2408724,-25
2398542,-25
2428529,-25
2418649,-25
2438733,-25
2448746,-25
2458814,-25
2468514,-25
2478523,-25
2498546,-25
2488741,-25
2508722,-25
2518769,-25
2528539,-25
2538526,-25
2548738,-25
2558541,-25
2568530,-25
2578737,-25
2588539,-25
2598721,-25
2608743,-25
2618547,-25
2628749,-25
2638745,-25
2648751,-25
2658803,-25
2668737,-25
2678761,-25
2688730,-25
2698527,-25
2708742,-25
2718721,-25
2728734,-25
2738540,-25
2748758,-25
2758808,-25
2768745,-25
2788733,-25
2778766,-25
2798532,-25
2808756,-25
2818730,-25
2828734,-25
2838550,-25
2848743,-25
2858851,-25
2868544,-25
2878734,-25
2888527,-25
2898754,-25
2908722,-25
2918734,-25
2928753,-25
2938529,-25
2948739,-25
2958822,-25
2968728,-25
2978738,-25
2988749,-25
2998547,-25
3008730,-25
3018751,-25
3028746,-25
3038733,-25
3048753,-25
3058842,-25
3068733,-25
3078514,-25
3088749,-25
3098736,-25
3108744,-25
3118759,-25
3128726,-25
3138531,-25
3148764,-25
3158815,-25
3178753,-25
3168528,-25
3188732,-25
